"ID","Age","Genre","Revenus","Statut_marital","Nb_enfants","Montant","Café","Céréales","Fruits_bio","Haricots","Jambon","Lait","Legumes_bio","Pâtes","Poisson","Poisson_bio","Pommes","Poulet","Purée","Salade","Sauce_tomate","Soda","Viande_bio","Yaourt"
455,18,"Homme",24123,"Célibataire",0,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
456,43,"Femme",38705,"Célibataire",1,14.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
457,22,"Homme",23033,"Célibataire",0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
458,36,"Homme",205327,"Marié(e)",1,20.5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
459,66,"Femme",31527,"Marié(e)",0,42,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1
460,56,"Femme",43197,"Célibataire",0,34,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
461,50,"Femme",58589,"Marié(e)",3,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
462,61,"Homme",202692,"Marié(e)",0,42.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
463,20,"Homme",27413,"Célibataire",0,24,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
464,21,"Homme",24943,"Célibataire",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
465,68,"Femme",22044,"Marié(e)",1,49,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
466,23,"Homme",23340,"Célibataire",0,37.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
467,26,"Homme",21391,"Célibataire",0,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
468,40,"Femme",57763,"Marié(e)",2,29.5,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
469,63,"Femme",135749,"Célibataire",1,27,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
470,29,"Homme",22458,"Célibataire",0,30.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
471,50,"Femme",56961,"Marié(e)",2,30.5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0
472,36,"Homme",133222,"Veuf(ve)",3,40,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
473,67,"Femme",24047,"Marié(e)",0,34,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
474,23,"Homme",25268,"Célibataire",0,32.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
475,73,"Femme",25390,"Marié(e)",1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
476,21,"Homme",24169,"Célibataire",0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
477,18,"Homme",15533,"Célibataire",0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
478,51,"Homme",53384,"Marié(e)",3,36,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
479,23,"Homme",25095,"Célibataire",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
480,40,"Homme",40057,"Marié(e)",3,19.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
481,37,"Femme",38536,"Célibataire",0,14,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
482,69,"Homme",23750,"Veuf(ve)",0,43,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
483,54,"Homme",247269,"Marié(e)",1,30.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
484,20,"Homme",29389,"Célibataire",0,21.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
485,76,"Femme",28618,"Marié(e)",0,30,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
486,41,"Femme",39403,"Marié(e)",2,19,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
487,68,"Femme",31264,"Marié(e)",0,66.5,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1
488,50,"-",159436,"Célibataire",3,99,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0
489,51,"Femme",127814,"Célibataire",2,47,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
490,36,"Femme",122833,"Célibataire",1,49.5,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
491,47,"Homme",38266,"Marié(e)",2,42,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
492,51,"Femme",73084,"Célibataire",1,103.5,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
493,50,"Femme",40349,"Marié(e)",2,47.5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
494,36,"Femme",44805,"Marié(e)",3,44.5,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0
495,68,"Femme",34784,"Marié(e)",1,38,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
496,43,"Homme",47932,"Marié(e)",3,32.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
497,45,"-",179136,"Marié(e)",1,33,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
498,75,"Homme",22955,"Veuf(ve)",1,28.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
499,70,"Femme",20843,"Veuf(ve)",0,34,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
500,68,"Femme",21518,"Veuf(ve)",0,41,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
501,43,"Femme",35590,"Marié(e)",2,27,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
502,46,"Femme",221983,"Marié(e)",2,37,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
503,53,"Femme",50536,"Veuf(ve)",1,90,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1
504,25,"Homme",26817,"Célibataire",0,18,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
505,21,"Homme",25520,"Célibataire",0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
506,27,"Homme",24972,"Célibataire",0,27.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
507,53,"Homme",184142,"Marié(e)",2,47,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0
508,73,"Femme",162132,"Célibataire",3,35,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0
509,28,"Homme",28353,"Célibataire",0,42,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
510,21,"Homme",26042,"Célibataire",0,32.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
511,52,"Femme",146455,"Célibataire",1,13.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
512,53,"Femme",189767,"Marié(e)",0,16,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
513,73,"Homme",21402,"Marié(e)",0,41,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
514,67,"Homme",34730,"Marié(e)",1,19,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
515,43,"Homme",41117,"Marié(e)",3,31,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
516,69,"Homme",18610,"Veuf(ve)",1,28.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
517,66,"Homme",34053,"Veuf(ve)",1,36,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
518,23,"Homme",16891,"Célibataire",0,27,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
519,36,"Homme",170479,"Marié(e)",2,19.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
520,21,"Homme",27921,"Célibataire",0,17.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
521,35,"Homme",36835,"Marié(e)",3,15.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
522,48,"Femme",58090,"Marié(e)",2,10.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
523,43,"Homme",53449,"Marié(e)",2,33,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
524,18,"Homme",21911,"Célibataire",0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
525,53,"Homme",44451,"Marié(e)",2,32,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
526,50,"Homme",92470,"Marié(e)",0,78,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0
527,77,"Homme",18537,"Veuf(ve)",0,46,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1
528,45,"Homme",37236,"Marié(e)",3,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
529,53,"Femme",152802,"Célibataire",1,35.5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
530,20,"Homme",21877,"Célibataire",0,23.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
531,67,"Femme",31433,"Veuf(ve)",1,38,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
532,25,"Homme",23870,"Célibataire",0,20.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
533,23,"Femme",32190,"Célibataire",0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
534,36,"Femme",51054,"Marié(e)",2,44.5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
535,38,"Femme",48219,"Célibataire",0,20,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
536,41,"Femme",31697,"Marié(e)",3,45.5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
537,68,"Homme",29128,"Veuf(ve)",1,41,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1
538,25,"Homme",26610,"Célibataire",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
539,62,"Femme",157318,"Marié(e)",1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
540,47,"Femme",54795,"Marié(e)",3,34,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
541,28,"Homme",15109,"Célibataire",0,38,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
542,856,"Homme",17289,"Célibataire",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
543,38,"Femme",20738,"Célibataire",0,33.5,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
544,38,"Femme",43047,"Marié(e)",2,16.5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
545,40,"Femme",46062,"Marié(e)",3,51,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0
546,27,"Homme",24737,"Célibataire",0,28.5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
547,20,"Homme",16680,"Célibataire",0,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
548,73,"Femme",25715,"Veuf(ve)",1,41,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
549,78,"Femme",32476,"Veuf(ve)",0,42,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1
550,41,"Femme",51759,"Célibataire",0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
551,40,"Homme",55372,"Marié(e)",3,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
552,48,"Femme",33707,"Célibataire",0,44.5,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
553,29,"Homme",22030,"Célibataire",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
554,18,"Homme",22344,"Célibataire",0,32.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
555,79,"Homme",32182,"Veuf(ve)",0,24,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
556,38,"Femme",19508,"Célibataire",0,27.5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
557,55,"Femme",225529,"Marié(e)",0,15,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
558,52,"Femme",220735,"Célibataire",0,16.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
559,76,"Femme",26173,"Veuf(ve)",0,44.5,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
560,36,"Homme",220767,"Marié(e)",1,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
561,42,"Homme",45452,"Marié(e)",3,28,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
562,35,"Femme",36011,"Marié(e)",3,23.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
563,19,"Homme",19893,"Célibataire",0,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
564,25,"Homme",16890,"Célibataire",0,35.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
565,44,"Femme",35914,"Marié(e)",3,26.5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
566,76,"Femme",32251,"Veuf(ve)",0,41,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
567,23,"Homme",28543,"Célibataire",0,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0
568,44,"Homme",188423,"Veuf(ve)",1,61.5,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0
569,79,"Homme",32063,"Marié(e)",0,10,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
570,26,"Homme",27462,"Célibataire",0,34.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
571,47,"Femme",57976,"Marié(e)",3,22,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
572,19,"Homme",179615,"Veuf(ve)",1,49,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1
573,34,"Femme",151655,"Célibataire",1,67,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0
574,76,"Femme",26561,"Veuf(ve)",1,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
575,46,"Femme",57861,"Marié(e)",3,15.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
576,20,"Homme",22816,"Célibataire",0,41.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
577,36,"Femme",245427,"Célibataire",1,47,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
578,26,"Homme",22557,"Célibataire",0,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
579,65,"Femme",185978,"Célibataire",1,45.5,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
580,38,"Homme",40121,"Marié(e)",3,42.5,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
581,41,"Homme",31128,"Marié(e)",2,40.5,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
582,23,"Homme",26893,"Célibataire",0,54.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
583,44,"Femme",45909,"Marié(e)",3,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584,79,"Femme",32334,"Veuf(ve)",0,41,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
585,78,"Homme",23849,"Marié(e)",0,38,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
586,49,"Homme",37861,"Marié(e)",2,40.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
587,50,"Femme",49597,"Marié(e)",3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,50,"Femme",47692,"Marié(e)",3,19.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
589,37,"Homme",33952,"Marié(e)",3,33,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
590,23,"Homme",68247,"Marié(e)",0,32,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0
591,54,"Homme",53745,"Marié(e)",3,35.5,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
592,271,"Homme",31671,"Marié(e)",1,23,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
593,76,"Femme",30855,"Veuf(ve)",1,67,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
594,44,"Femme",42201,"Marié(e)",2,21.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
595,36,"Femme",35673,"Célibataire",0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
596,75,"Femme",132828,"Marié(e)",3,45,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1
597,33,"Femme",76714,"Marié(e)",0,52,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0
598,41,"Femme",54578,"Marié(e)",3,45,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
599,27,"Homme",21671,"Célibataire",0,36,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
600,65,"Homme",19387,"Marié(e)",0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
601,39,"Femme",32520,"Marié(e)",3,43.5,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
602,38,"Femme",41369,"Marié(e)",2,65,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
603,52,"Homme",241402,"Marié(e)",2,27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
604,35,"Homme",55908,"Marié(e)",3,36,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
605,53,"Homme",39380,"Marié(e)",3,45,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0
606,45,"Femme",248581,"Marié(e)",2,31.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
607,28,"Homme",17461,"Célibataire",0,36.5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
608,73,"Femme",30337,"Veuf(ve)",1,33,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
609,69,"Femme",27256,"Marié(e)",1,30,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
610,63,"Femme",215620,"Marié(e)",0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
611,46,"Homme",118319,"Célibataire",0,55.5,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
612,25,"Homme",29641,"Célibataire",0,26.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
613,45,"Femme",42367,"Célibataire",0,15.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
614,28,"Femme",20781,"Célibataire",1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
615,52,"Femme",54815,"Marié(e)",3,31.5,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
616,21,"Homme",22836,"Célibataire",0,38,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
617,29,"Homme",22990,"Célibataire",0,21,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
618,35,"Femme",42973,"Marié(e)",3,48,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
619,28,"Femme",24725,"Célibataire",0,49,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
620,23,"Femme",19538,"Célibataire",0,18.5,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
621,38,"Homme",32781,"Marié(e)",3,72,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
622,49,"Femme",210202,"Célibataire",1,23,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
623,47,"Femme",49432,"Marié(e)",2,25,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
624,23,"Homme",25008,"Célibataire",0,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
625,45,"Femme",30298,"Célibataire",0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
626,68,"Homme",20487,"Marié(e)",1,32.5,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
627,21,"Homme",24529,"Célibataire",0,10.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
628,60,"Femme",134131,"Marié(e)",0,36,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
629,45,"Femme",204056,"Célibataire",0,25,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
630,56,"Homme",213146,"Veuf(ve)",0,56.5,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0
631,60,"Homme",163191,"Marié(e)",1,27,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
632,20,"Homme",27020,"Célibataire",0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
633,29,"Homme",26534,"Célibataire",0,39.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
634,79,"Femme",24948,"Marié(e)",0,38,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1
635,27,"Homme",16055,"Célibataire",0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
636,55,"Homme",130403,"Marié(e)",1,22.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
637,30,"Homme",39853,"Marié(e)",1,86,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
638,74,"Femme",19687,"Marié(e)",1,40,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
639,18,"Homme",29114,"Célibataire",0,10.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
640,55,"Homme",143854,"Célibataire",2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
641,23,"Homme",18021,"Célibataire",0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
642,42,"Femme",31157,"Marié(e)",3,30,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
643,23,"Femme",19827,"Célibataire",0,16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
644,45,"Homme",34374,"Marié(e)",2,30.5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
645,46,"Homme",129546,"Célibataire",0,4.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
646,76,"Femme",18632,"Veuf(ve)",1,22.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
647,50,"Femme",51147,"Célibataire",0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
648,29,"Homme",29578,"Célibataire",0,20,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
649,65,"Femme",18607,"Marié(e)",1,28.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
650,29,"Homme",22569,"Célibataire",0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
651,48,"Femme",153245,"Célibataire",2,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
652,32,"-",55654,"Célibataire",0,27.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
653,23,"Homme",22914,"Célibataire",0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
654,19,"Femme",50974,"Célibataire",0,23.5,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
655,73,"Femme",20755,"Veuf(ve)",1,40,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
656,52,"Femme",31315,"Célibataire",0,17.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
657,79,"Homme",166729,"Veuf(ve)",2,71.5,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1
658,35,"Homme",36897,"Marié(e)",3,36,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
659,79,"Femme",29221,"Marié(e)",1,13,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
660,26,"Homme",22065,"Célibataire",0,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
661,22,"Homme",23885,"Célibataire",0,6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
662,80,"Homme",23561,"Veuf(ve)",1,31.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
663,35,"Homme",46896,"Marié(e)",3,27,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
664,30,"Femme",47134,"Célibataire",0,11.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
665,67,"Homme",19026,"Veuf(ve)",1,57,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
666,29,"Homme",28681,"Célibataire",0,18.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
667,45,"Femme",31582,"Marié(e)",3,23.5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
668,52,"Femme",53638,"Célibataire",1,30,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
669,46,"Femme",46138,"Marié(e)",2,19.5,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
670,62,"Homme",142872,"Célibataire",2,39,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
671,51,"Homme",38413,"Marié(e)",2,30,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
672,38,"Homme",58688,"Marié(e)",3,36.5,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
673,42,"Femme",37126,"Marié(e)",2,41,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
674,80,"Femme",21651,"Veuf(ve)",1,41,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
675,28,"Homme",29873,"Célibataire",0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
676,54,"Femme",39376,"Marié(e)",3,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
677,43,"Homme",47695,"Marié(e)",2,45,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0
678,36,"Femme",36514,"Célibataire",0,32.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
679,75,"Femme",31301,"Veuf(ve)",1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
680,50,"Homme",134058,"Célibataire",1,31,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
681,19,"Homme",24809,"Célibataire",0,29,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
682,76,"Femme",23738,"Marié(e)",1,23,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
